Symbol,Exchange,PrimaryMkt,SecurityType,MaxLots,LotSize,BasePrice,ADV,RIC,BSYM,TKR,CUSIP,GSS,SEDOL,ISIN
12202,XHKG,Y,CS,3000,2000.0,0.20,,12202.HK,"12202 HK",12202,9HH25DHF8,HK12202,BYXJH00,NL0011450010
12211,XHKG,Y,CS,3000,5000.0,0.01,,12211.HK,"12211 HK",12211,9HH1S8DM5,HK12211,BPT32X1,NL0010832903
12231,XHKG,Y,CS,3000,10000.0,0.16,,12231.HK,"12231 HK",12231,9HH258ZQ5,HK12231,BYV2Y55,NL0011399225
12235,XHKG,Y,CS,3000,20000.0,0.06,,12235.HK,"12235 HK",12235,9HH258ZV4,HK12235,BYV2Y88,NL0011399209
12242,XHKG,Y,CS,3000,2000.0,0.17,,12242.HK,"12242 HK",12242,9HH1S5WY4,HK12242,BPVNDD6,CWN8142K4332
12251,XHKG,Y,CS,3000,2000.0,0.01,,12251.HK,"12251 HK",12251,9HH25A807,HK12251,BYM9411,NL0011399365
12255,XHKG,Y,CS,3000,1000.0,0.01,,12255.HK,"12255 HK",12255,9HH24T617,HK12255,BYMLFY7,CH0293542608
12264,XHKG,Y,CS,3000,1000.0,0.19,,12264.HK,"12264 HK",12264,9HH25A815,HK12264,BYM9422,NL0011399340
12265,XHKG,Y,CS,3000,10000.0,0.22,,12265.HK,"12265 HK",12265,9HH25EPL4,HK12265,BYWWS96,HK0000268984
12266,XHKG,Y,CS,3000,10000.0,0.11,,12266.HK,"12266 HK",12266,9HH25EPJ9,HK12266,BYWWV53,HK0000268992
12267,XHKG,Y,CS,3000,500.0,0.01,,12267.HK,"12267 HK",12267,9HH25JTE5,HK12267,BYWWV97,
12272,XHKG,Y,CS,3000,5000.0,0.12,,12272.HK,"12272 HK",12272,9HH25EPO8,HK12272,BYMFT69,NL0011399522
12274,XHKG,Y,CS,3000,20000.0,0.02,,12274.HK,"12274 HK",12274,9HH25EPN0,HK12274,BYMFT70,NL0011399472
12276,XHKG,Y,CS,3000,10000.0,0.01,,12276.HK,"12276 HK",12276,9HH25EPH3,HK12276,BYMFT92,NL0011399498
12279,XHKG,Y,CS,3000,5000.0,0.11,,12279.HK,"12279 HK",12279,9HH25EPI1,HK12279,BYMFTC5,NL0011399506
12293,XHKG,Y,CS,3000,1000.0,0.09,,12293.HK,"12293 HK",12293,9HH1H3X04,HK12293,BB0R2S9,NL0010484861
12295,XHKG,Y,CS,3000,10000.0,0.12,,12295.HK,"12295 HK",12295,9HH25EPM2,HK12295,BYWWSC9,HK0000269008
12299,XHKG,Y,CS,3000,10000.0,0.40,,12299.HK,"12299 HK",12299,9HH25JT96,HK12299,BYWWSD0,NL0011450358
12309,XHKG,Y,CS,3000,10000.0,0.04,,12309.HK,"12309 HK",12309,9HH25JTC9,HK12309,BYWWSB8,NL0011450366
12322,XHKG,Y,CS,3000,1000.0,0.12,,12322.HK,"12322 HK",12322,9HH1MDL41,HK12322,BHCR502,HK0000178134
12350,XHKG,Y,CS,3000,2000.0,0.21,,12350.HK,"12350 HK",12350,9HH1MX552,HK12350,BHCR4J4,CH0229605396
12355,XHKG,Y,CS,3000,10000.0,0.15,,12355.HK,"12355 HK",12355,9HH259RN9,HK12355,,
12375,XHKG,Y,CS,3000,5000.0,,,12375.HK,"12375 HK",12375,9HH1MV5N7,HK12375,BHD6CD0,HK0000178449
12386,XHKG,Y,CS,3000,5000.0,0.03,,12386.HK,"12386 HK",12386,9HH259RP4,HK12386,,
12417,XHKG,Y,CS,3000,10000.0,0.04,,12417.HK,"12417 HK",12417,9HH259RQ2,HK12417,,
12419,XHKG,Y,CS,3000,1000.0,0.02,,12419.HK,"12419 HK",12419,9HH25EPP5,HK12419,BYMFTD6,NL0011399571
12493,XHKG,Y,CS,3000,1000.0,0.01,,12493.HK,"12493 HK",12493,9EFAHO6Z0,HK12493,,
12503,XHKG,Y,CS,3000,50000.0,,,12503.HK,"12503 HK",12503,9HH1MX7O9,HK12503,BHR3QH9,CWN8141W1988
12526,XHKG,Y,CS,3000,1000.0,0.09,,12526.HK,"12526 HK",12526,9HH1N2DL5,HK12526,BHWR8X6,NL0010627196
12631,XHKG,Y,CS,3000,2000.0,,,12631.HK,"12631 HK",12631,9HH1MBCZ6,HK12631,BHZ7GS4,GB00BHZ7GS45
12639,XHKG,Y,CS,3000,10000.0,,,12639.HK,"12639 HK",12639,9HH1N3KU5,HK12639,BHZ7T63,NL0010627360
12672,XHKG,Y,CS,3000,1000.0,0.05,,12672.HK,"12672 HK",12672,9HH1N3JP8,HK12672,BHZ7TC9,NL0010627410
12676,XHKG,Y,CS,3000,2000.0,0.03,,12676.HK,"12676 HK",12676,9HH1N3L26,HK12676,BHZ7TH4,NL0010627451
12688,XHKG,Y,CS,3000,4000.0,0.19,,12688.HK,"12688 HK",12688,9HH24T6Q2,HK12688,BZBWGZ6,NL0011399589
12739,XHKG,Y,CS,3000,2000.0,0.06,,12739.HK,"12739 HK",12739,9HH1JKL49,HK12739,BPY3VJ5,NL0010832945
12793,XHKG,Y,CS,3000,1000.0,0.10,,12793.HK,"12793 HK",12793,9HH1N2J88,HK12793,BJ05LS2,CWN8141W5377
12838,XHKG,Y,CS,3000,1000.0,0.07,,12838.HK,"12838 HK",12838,9HH1N4ZV5,HK12838,BJ05M34,NL0010627535
12852,XHKG,Y,CS,3000,50000.0,0.01,,12852.HK,"12852 HK",12852,9HH1N3MV1,HK12852,BGVT483,CH0232642667
12893,XHKG,Y,CS,3000,20000.0,0.02,,12893.HK,"12893 HK",12893,9HH25JWY7,HK12893,BZ2GN78,NL0011399738
12930,XHKG,Y,CS,3000,2000.0,,,12930.HK,"12930 HK",12930,9HH1N4K09,HK12930,BGVVZ08,CH0233235156
12940,XHKG,Y,CS,3000,50000.0,0.06,,12940.HK,"12940 HK",12940,9HH1S98S6,HK12940,BPY3WQ9,HK0000210853
12989,XHKG,Y,CS,3000,2000.0,,,12989.HK,"12989 HK",12989,9HH1N5UP0,HK12989,BJ38W30,US17321W7175
13015,XHKG,Y,CS,3000,1000.0,0.01,,13015.HK,"13015 HK",13015,9HH1N7JD6,HK13015,BJ38ZQ4,NL0010627691
13030,XHKG,Y,CS,3000,5000.0,0.07,,13030.HK,"13030 HK",13030,9EFAHO7R7,HK13030,,
13045,XHKG,Y,CS,3000,1000.0,0.02,,13045.HK,"13045 HK",13045,9HH25LHY9,HK13045,BZ2H7N5,HK0000269354
13076,XHKG,Y,CS,3000,10000.0,0.01,,13076.HK,"13076 HK",13076,9HH25LI51,HK13076,BZ2H8X2,HK0000269362
13112,XHKG,Y,CS,3000,10000.0,0.01,,13112.HK,"13112 HK",13112,9HH1IO6N7,HK13112,BJ4GSH9,GB00BJ4GSH98
13151,XHKG,Y,CS,3000,2000.0,0.02,,13151.HK,"13151 HK",13151,9HH1N7KG7,HK13151,BJ59WQ4,NL0010626255
13165,XHKG,Y,CS,3000,4000.0,0.01,,13165.HK,"13165 HK",13165,9HH1S98W7,HK13165,BPYD6J0,NL0010863346
13192,XHKG,Y,CS,3000,5000.0,0.03,,13192.HK,"13192 HK",13192,9HH1N9TN9,HK13192,BJ4XFY6,NL0010648291
13197,XHKG,Y,CS,3000,100000.0,,,13197.HK,"13197 HK",13197,9HH1N7KJ1,HK13197,BJ59WT7,NL0010626289
13207,XHKG,Y,CS,3000,10000.0,,,13207.HK,"13207 HK",13207,9HH1N99O9,HK13207,BGVMPZ6,CH0234337183
13258,XHKG,Y,CS,3000,4000.0,0.16,,13258.HK,"13258 HK",13258,9HH25LI77,HK13258,BZ2HSQ5,HK0000269370
13261,XHKG,Y,CS,3000,1000.0,0.20,,13261.HK,"13261 HK",13261,9HH1NC4N9,HK13261,BJ62H90,CH0229607376
13277,XHKG,Y,CS,3000,1000.0,0.15,,13277.HK,"13277 HK",13277,9HH1N9WT2,HK13277,BGW2HQ0,CH0234579479
13294,XHKG,Y,CS,3000,2000.0,0.02,,13294.HK,"13294 HK",13294,9HH1S99R7,HK13294,BL9P0S0,CH0251175557
13298,XHKG,Y,CS,3000,5000.0,0.02,,13298.HK,"13298 HK",13298,9HH1NC557,HK13298,BJ8RW87,HK0000183241
13342,XHKG,Y,CS,3000,10000.0,,,13342.HK,"13342 HK",13342,9HH1NC5N8,HK13342,BGZLV95,CH0235139414
13413,XHKG,Y,CS,3000,5000.0,0.06,,13413.HK,"13413 HK",13413,9HH1S9A12,HK13413,BPZ5F21,NL0010863437
13488,XHKG,Y,CS,3000,10000.0,,,13488.HK,"13488 HK",13488,9HH1NQSZ5,HK13488,BJH0618,CH0229608127
13494,XHKG,Y,CS,3000,10000.0,0.04,,13494.HK,"13494 HK",13494,9HH25LH11,HK13494,BZ40KV1,CH0299916285
13516,XHKG,Y,CS,3000,20000.0,,,13516.HK,"13516 HK",13516,9EFAHMWL6,HK13516,,
13555,XHKG,Y,CS,3000,2000.0,0.10,,13555.HK,"13555 HK",13555,9HH1NNZE1,HK13555,BJ36ML2,GB00BJ36ML28
13566,XHKG,Y,CS,3000,1000.0,0.21,,13566.HK,"13566 HK",13566,9HH1NNYJ1,HK13566,BJ36QF4,GB00BJ36QF48
13567,XHKG,Y,CS,3000,2000.0,0.38,,13567.HK,"13567 HK",13567,9HH1NNYI3,HK13567,BJ36QG5,GB00BJ36QG54
13599,XHKG,Y,CS,3000,10000.0,0.48,,13599.HK,"13599 HK",13599,9HH1NQWF4,HK13599,,NL0010673075
13627,XHKG,Y,CS,3000,1000.0,0.16,,13627.HK,"13627 HK",13627,9HH1NQWJ6,HK13627,,NL0010673109
13734,XHKG,Y,CS,3000,2000.0,0.17,,13734.HK,"13734 HK",13734,9HH1NREC9,HK13734,BJT2YW9,NL0010673281
13775,XHKG,Y,CS,3000,4000.0,0.02,,13775.HK,"13775 HK",13775,9HH1NUG55,HK13775,BJT3H78,NL0010674115
13784,XHKG,Y,CS,3000,10000.0,,,13784.HK,"13784 HK",13784,9HH1NRPG8,HK13784,BJTCXN3,US17321Y3099
13827,XHKG,Y,CS,3000,10000.0,0.17,,13827.HK,"13827 HK",13827,9HH1NSMJ3,HK13827,BJTNK02,CWN8142A5182
13838,XHKG,Y,CS,3000,4000.0,0.02,,13838.HK,"13838 HK",13838,9HH1NVJW1,HK13838,BJVXB07,US17321Y3255
13867,XHKG,Y,CS,3000,2000.0,0.18,,13867.HK,"13867 HK",13867,9HH1NVKW9,HK13867,BJVXMS2,HK0000186087
13870,XHKG,Y,CS,3000,20000.0,0.01,,13870.HK,"13870 HK",13870,9HH1NXDA1,HK13870,BJVXLH4,
13896,XHKG,Y,CS,3000,1000.0,0.10,,13896.HK,"13896 HK",13896,9HH1NVKV1,HK13896,BJWHYG5,CWN8142A5596
13914,XHKG,Y,CS,3000,2000.0,0.01,,13914.HK,"13914 HK",13914,9HH1SBWX3,HK13914,BQ16S04,HK0000211794
13978,XHKG,Y,CS,3000,10000.0,,,13978.HK,"13978 HK",13978,9HH1NYEX8,HK13978,BJWVNY8,NL0010674479
14071,XHKG,Y,CS,3000,2000.0,0.17,,14071.HK,"14071 HK",14071,9HH1SBWQ8,HK14071,BQ1KL63,NL0010863718
14076,XHKG,Y,CS,3000,1000.0,0.15,,14076.HK,"14076 HK",14076,9HH1SBWO3,HK14076,BQ1KL74,NL0010863684
14120,XHKG,Y,CS,3000,100000.0,0.28,,14120.HK,"14120 HK",14120,9HH1O0X28,HK14120,BK1PYS9,NL0010675229
14133,XHKG,Y,CS,3000,20000.0,0.01,,14133.HK,"14133 HK",14133,9HH1SCHJ9,HK14133,BQ1KMJ3,HK0000212065
14134,XHKG,Y,CS,3000,10000.0,0.01,,14134.HK,"14134 HK",14134,9HH1OADD4,HK14134,BK35C27,HK0000187960
14135,XHKG,Y,CS,3000,10000.0,0.02,,14135.HK,"14135 HK",14135,9HH1O1KE4,HK14135,BK1Q2L1,GB00BK1Q2L16
14142,XHKG,Y,CS,3000,10000.0,,,14142.HK,"14142 HK",14142,9HH1O33I0,HK14142,BHMNNL7,CH0237878217
14147,XHKG,Y,CS,3000,1000.0,0.02,,14147.HK,"14147 HK",14147,9HH1NYW18,HK14147,BK1PWG3,NL0010674685
14171,XHKG,Y,CS,3000,2000.0,0.23,,14171.HK,"14171 HK",14171,9HH1SCGU5,HK14171,BM3F7Y8,CH0251943749
14172,XHKG,Y,CS,3000,20000.0,0.02,,14172.HK,"14172 HK",14172,9HH1OAD69,HK14172,BHMJZH5,CH0237962821
14197,XHKG,Y,CS,3000,1000.0,0.12,,14197.HK,"14197 HK",14197,9HH1OBNV1,HK14197,BK6MFK4,NL0010675336
14205,XHKG,Y,CS,3000,10000.0,,,14205.HK,"14205 HK",14205,9HH1OF435,HK14205,BK4Z475,
14213,XHKG,Y,CS,3000,5000.0,,,14213.HK,"14213 HK",14213,9HH1OCON6,HK14213,BK6MNZ5,CWN8142A8152
14215,XHKG,Y,CS,3000,10000.0,,,14215.HK,"14215 HK",14215,9HH1OCOO4,HK14215,BK6MP37,CWN8142A8319
14221,XHKG,Y,CS,3000,10000.0,,,14221.HK,"14221 HK",14221,9HH1OCVZ1,HK14221,BK6MMB4,GB00BK6MMB49
14223,XHKG,Y,CS,3000,10000.0,0.01,,14223.HK,"14223 HK",14223,9HH1OCW23,HK14223,BK6MMD6,GB00BK6MMD62
14230,XHKG,Y,CS,3000,1000.0,0.12,,14230.HK,"14230 HK",14230,9HH1OBR13,HK14230,BK6MR42,GB00BK6MR428
14268,XHKG,Y,CS,3000,20000.0,0.02,,14268.HK,"14268 HK",14268,9HH1SCGS0,HK14268,BM3D764,CH0251943780
14279,XHKG,Y,CS,3000,10000.0,0.05,,14279.HK,"14279 HK",14279,9HH25LHU7,HK14279,BZ2HPL9,NL0011494380
14281,XHKG,Y,CS,3000,1000.0,0.19,,14281.HK,"14281 HK",14281,9HH1OEBI7,HK14281,BK8FZ12,GB00BK8FZ124
14286,XHKG,Y,CS,3000,50000.0,0.21,,14286.HK,"14286 HK",14286,9HH1OCWK3,HK14286,BK8FW99,CWN8142C1262
14310,XHKG,Y,CS,3000,10000.0,,,14310.HK,"14310 HK",14310,9HH1OF4O9,HK14310,,NL0010675427
14311,XHKG,Y,CS,3000,10000.0,,,14311.HK,"14311 HK",14311,9HH1OF4P6,HK14311,BKGRF43,NL0010675419
14313,XHKG,Y,CS,3000,10000.0,0.01,,14313.HK,"14313 HK",14313,9HH1OHA67,HK14313,BKF29H0,CH0234416250
14327,XHKG,Y,CS,3000,10000.0,,,14327.HK,"14327 HK",14327,9HH1OCUQ2,HK14327,BKF2969,CWN8142C1676
14336,XHKG,Y,CS,3000,50000.0,0.11,,14336.HK,"14336 HK",14336,9HH1OHA42,HK14336,BKF2992,HK0000189354
14364,XHKG,Y,CS,3000,10000.0,0.01,,14364.HK,"14364 HK",14364,9HH1OFRJ5,HK14364,BKGRSN3,GB00BKGRSN38
14366,XHKG,Y,CS,3000,10000.0,0.19,,14366.HK,"14366 HK",14366,9HH1OFT46,HK14366,BKGRSQ6,GB00BKGRSQ68
14368,XHKG,Y,CS,3000,10000.0,,,14368.HK,"14368 HK",14368,9HH1OG3S9,HK14368,BHP7DJ4,CH0238172917
14414,XHKG,Y,CS,3000,10000.0,,,14414.HK,"14414 HK",14414,9HH1OJ8B5,HK14414,BKJ9S92,GB00BKJ9S920
14418,XHKG,Y,CS,3000,10000.0,,,14418.HK,"14418 HK",14418,9HH1OHD23,HK14418,BKKNB27,HK0000189909
14429,XHKG,Y,CS,3000,20000.0,0.02,,14429.HK,"14429 HK",14429,9HH1K86S8,HK14429,BQ1T9H7,CWN8142K4746
14436,XHKG,Y,CS,3000,10000.0,0.02,,14436.HK,"14436 HK",14436,9HH1OHD07,HK14436,BHP94P3,CH0238818527
14440,XHKG,Y,CS,3000,10000.0,0.02,,14440.HK,"14440 HK",14440,9HH1OHBV1,HK14440,BKKNC35,CWN8142C2419
14444,XHKG,Y,CS,3000,20000.0,,,14444.HK,"14444 HK",14444,9HH1SE6L2,HK14444,BQ1T9Z5,HK0000212230
14486,XHKG,Y,CS,3000,10000.0,0.01,,14486.HK,"14486 HK",14486,9EFAHN5S9,HK14486,,
14509,XHKG,Y,CS,3000,20000.0,0.01,,14509.HK,"14509 HK",14509,9HH1OKOQ1,HK14509,BHS1Q27,CH0239128108
14527,XHKG,Y,CS,3000,5000.0,0.03,,14527.HK,"14527 HK",14527,9HH1SGB15,HK14527,BQ1Y682,
14534,XHKG,Y,CS,3000,5000.0,0.20,,14534.HK,"14534 HK",14534,9HH1SE897,HK14534,BM709P4,CH0251939945
14591,XHKG,Y,CS,3000,2000.0,0.21,,14591.HK,"14591 HK",14591,9HH1OKUK7,HK14591,BKRCZM5,GB00BKRCZM59
14608,XHKG,Y,CS,3000,20000.0,0.01,,14608.HK,"14608 HK",14608,9HH1OLZK0,HK14608,BKRVMY3,HK0000191061
14616,XHKG,Y,CS,3000,20000.0,0.06,,14616.HK,"14616 HK",14616,9HH1OLZC8,HK14616,BHS31P1,CH0239293795
14637,XHKG,Y,CS,3000,1000.0,0.02,,14637.HK,"14637 HK",14637,9EFAHN6V1,HK14637,,
14658,XHKG,Y,CS,3000,1000.0,0.12,,14658.HK,"14658 HK",14658,9HH1SE8C0,HK14658,BM3H2G1,CH0251939762
14709,XHKG,Y,CS,3000,10000.0,0.02,,14709.HK,"14709 HK",14709,9HH1OMF95,HK14709,BHS3QJ0,CH0239316927
14760,XHKG,Y,CS,3000,10000.0,0.01,,14760.HK,"14760 HK",14760,9HH25G7P0,HK14760,,
14763,XHKG,Y,CS,3000,5000.0,0.32,,14763.HK,"14763 HK",14763,9HH1OPQP0,HK14763,BKT0G35,NL0010701603
14841,XHKG,Y,CS,3000,10000.0,,,14841.HK,"14841 HK",14841,9HH1SEDA8,HK14841,BQ26PQ8,CWN8142K6568
14850,XHKG,Y,CS,3000,50000.0,0.07,,14850.HK,"14850 HK",14850,9HH1OPUE0,HK14850,BKXGV12,HK0000192416
14883,XHKG,Y,CS,3000,1000.0,0.27,,14883.HK,"14883 HK",14883,9HH1OPUA8,HK14883,BHST6F4,CH0239927467
14884,XHKG,Y,CS,3000,2000.0,,,14884.HK,"14884 HK",14884,9HH1OPU91,HK14884,BHSTW56,CH0239927343
14950,XHKG,Y,CS,3000,10000.0,0.01,,14950.HK,"14950 HK",14950,9HH25LIN2,HK14950,BZ46YQ2,CH0300113146
14958,XHKG,Y,CS,3000,20000.0,0.07,,14958.HK,"14958 HK",14958,9HH1OQA75,HK14958,BKY7KC8,NL0010676573
14994,XHKG,Y,CS,3000,1000.0,0.03,,14994.HK,"14994 HK",14994,9HH25LIS1,HK14994,BYTRSV6,HK0000269610
15001,XHKG,Y,CS,3000,50000.0,,,15001.HK,"15001 HK",15001,9HH1OOT62,HK15001,BHTYWG1,CH0240388485
15028,XHKG,Y,CS,3000,50000.0,0.25,,15028.HK,"15028 HK",15028,9HH1P6590,HK15028,BKZGW39,CH0234418009
15029,XHKG,Y,CS,3000,50000.0,0.10,,15029.HK,"15029 HK",15029,9HH1SFPV6,HK15029,,NL0010864120
15039,XHKG,Y,CS,3000,2000.0,0.02,,15039.HK,"15039 HK",15039,9HH1SEOP3,HK15039,BQ3FYK1,CWN8142K7145
15048,XHKG,Y,CS,3000,1000.0,0.09,,15048.HK,"15048 HK",15048,9HH1SEOX6,HK15048,BQ3FYW3,CWN8142K7483
15058,XHKG,Y,CS,3000,10000.0,0.15,,15058.HK,"15058 HK",15058,9HH25LIU6,HK15058,BYTRSZ0,HK0000269644
15063,XHKG,Y,CS,3000,10000.0,,,15063.HK,"15063 HK",15063,9HH1P6QZ9,HK15063,BL0RQW1,CWN5646H2882
15069,XHKG,Y,CS,3000,50000.0,0.09,,15069.HK,"15069 HK",15069,9HH1P2T02,HK15069,BL0RR73,CWN8142C5552
15155,XHKG,Y,CS,3000,5000.0,0.04,,15155.HK,"15155 HK",15155,9HH1SGCH9,HK15155,BQ5BZR1,CWN8142K8051
15157,XHKG,Y,CS,3000,4000.0,0.01,,15157.HK,"15157 HK",15157,9HH1P51S4,HK15157,BL3F2D5,CWN8142C5636
15232,XHKG,Y,CS,3000,5000.0,0.05,,15232.HK,"15232 HK",15232,9HH1SGD70,HK15232,,NL0010864286
15246,XHKG,Y,CS,3000,5000.0,0.08,,15246.HK,"15246 HK",15246,9HH1JKLT4,HK15246,BQ8NZK7,NL0010864344
15262,XHKG,Y,CS,3000,10000.0,0.16,,15262.HK,"15262 HK",15262,9HH1PA2P8,HK15262,BLD33Z8,
15269,XHKG,Y,CS,3000,50000.0,0.05,,15269.HK,"15269 HK",15269,9HH1P8BR9,HK15269,BLD3400,CWN8142C6055
15275,XHKG,Y,CS,3000,2000.0,,,15275.HK,"15275 HK",15275,9HH1P8BS7,HK15275,BLD3411,CWN8142C6139
15278,XHKG,Y,CS,3000,1000.0,0.34,,15278.HK,"15278 HK",15278,9HH1P8BT5,HK15278,BLD3422,CWN8142C6212
15295,XHKG,Y,CS,3000,20000.0,0.02,,15295.HK,"15295 HK",15295,9HH25HC98,HK15295,,
15303,XHKG,Y,CS,3000,2000.0,0.03,,15303.HK,"15303 HK",15303,9HH25HCA5,HK15303,,
15375,XHKG,Y,CS,3000,2000.0,0.06,,15375.HK,"15375 HK",15375,9HH1PC3U2,HK15375,BLG3656,NL0010732715
15383,XHKG,Y,CS,3000,2000.0,0.02,,15383.HK,"15383 HK",15383,9HH1STNP1,HK15383,BQ8NY99,CH0248455542
15384,XHKG,Y,CS,3000,2000.0,,,15384.HK,"15384 HK",15384,9HH1PC472,HK15384,BLG36C3,NL0010732772
15415,XHKG,Y,CS,3000,500.0,0.01,,15415.HK,"15415 HK",15415,9HH25NLL8,HK15415,BYVY4Y0,
15430,XHKG,Y,CS,3000,20000.0,,,15430.HK,"15430 HK",15430,9HH1SIML5,HK15430,BQ8NYQ6,HK0000213329
15453,XHKG,Y,CS,3000,5000.0,0.04,,15453.HK,"15453 HK",15453,9HH1SI0W5,HK15453,BQFJ7V3,CWN8142N1228
15474,XHKG,Y,CS,3000,4000.0,,,15474.HK,"15474 HK",15474,9HH1PC8R4,HK15474,BLMQ8X1,GB00BLMQ8X16
15498,XHKG,Y,CS,3000,1000.0,0.02,,15498.HK,"15498 HK",15498,9HH1STO05,HK15498,BQFJ7Q8,NL0010833257
15529,XHKG,Y,CS,3000,2000.0,,,15529.HK,"15529 HK",15529,9HH1SVAT2,HK15529,BQ14002,NL0010865549
15565,XHKG,Y,CS,3000,1000.0,0.09,,15565.HK,"15565 HK",15565,9HH1STP61,HK15565,BQJZWK1,HK0000214038
15566,XHKG,Y,CS,3000,1000.0,0.05,,15566.HK,"15566 HK",15566,9HH1STP53,HK15566,BQJZWV2,HK0000214046
15583,XHKG,Y,CS,3000,2000.0,0.23,,15583.HK,"15583 HK",15583,9HH1PCLW8,HK15583,BLP5V58,CWN8142C7871
15589,XHKG,Y,CS,3000,20000.0,0.14,,15589.HK,"15589 HK",15589,9HH1SJGA4,HK15589,BQJZW45,CWN8142N1632
15599,XHKG,Y,CS,3000,5000.0,0.08,,15599.HK,"15599 HK",15599,9HH1PDFI4,HK15599,BLP5QX1,GB00BLP5QX17
15625,XHKG,Y,CS,3000,5000.0,0.02,,15625.HK,"15625 HK",15625,9HH1STQS2,HK15625,BQLF050,HK0000214285
15649,XHKG,Y,CS,3000,5000.0,0.03,,15649.HK,"15649 HK",15649,9HH1SX085,HK15649,BQLF0R2,NL0010865606
15696,XHKG,Y,CS,3000,2000.0,0.02,,15696.HK,"15696 HK",15696,9HH1SXL25,HK15696,BQN2BY5,NL0010865705
15704,XHKG,Y,CS,3000,2000.0,,,15704.HK,"15704 HK",15704,9HH1SWAH6,HK15704,,NL0010864690
15756,XHKG,Y,CS,3000,2000.0,0.02,,15756.HK,"15756 HK",15756,9HH1SW9S4,HK15756,BQPWCC8,GB00BQPWCC84
15773,XHKG,Y,CS,3000,2000.0,0.13,,15773.HK,"15773 HK",15773,9HH25LXT2,HK15773,BYVY581,HK0000269776
15833,XHKG,Y,CS,3000,20000.0,,,15833.HK,"15833 HK",15833,9HH1PFLD3,HK15833,BLTW531,NL0010723821
15852,XHKG,Y,CS,3000,4000.0,0.01,,15852.HK,"15852 HK",15852,9HH1PFLT8,HK15852,BLTW5D1,NL0010723839
15863,XHKG,Y,CS,3000,5000.0,0.16,,15863.HK,"15863 HK",15863,9HH1SXMY4,HK15863,BQQFNN4,HK0000214905
15869,XHKG,Y,CS,3000,10000.0,0.02,,15869.HK,"15869 HK",15869,9HH25LXU9,HK15869,BYVY4M8,HK0000269792
15939,XHKG,Y,CS,3000,5000.0,0.18,,15939.HK,"15939 HK",15939,9HH1SXMN8,HK15939,BQQPFL6,NL0010864971
15957,XHKG,Y,CS,3000,5000.0,0.06,,15957.HK,"15957 HK",15957,9HH1SXMJ7,HK15957,BMBBSL2,CH0253598947
15958,XHKG,Y,CS,3000,1000.0,0.08,,15958.HK,"15958 HK",15958,9HH1PV3M8,HK15958,BLZHC84,GB00BLZHC845
15977,XHKG,Y,CS,3000,50000.0,0.09,,15977.HK,"15977 HK",15977,9HH1SXN15,HK15977,BQQFNV2,HK0000214947
15979,XHKG,Y,CS,3000,4000.0,0.11,,15979.HK,"15979 HK",15979,9HH25NLV6,HK15979,BYVY4Z1,
15982,XHKG,Y,CS,3000,5000.0,0.02,,15982.HK,"15982 HK",15982,9HH1T0D74,HK15982,BQQFNB2,NL0010865754
16045,XHKG,Y,CS,3000,50000.0,0.06,,16045.HK,"16045 HK",16045,9HH1PXF58,HK16045,BHVZ6P9,CH0243050025
16082,XHKG,Y,CS,3000,5000.0,0.43,,16082.HK,"16082 HK",16082,9HH1SYYY9,HK16082,BN9MKT6,CH0253844572
16091,XHKG,Y,CS,3000,4000.0,,,16091.HK,"16091 HK",16091,9HH1PXGV0,HK16091,BM68ZG2,HK0000197944
16105,XHKG,Y,CS,3000,4000.0,0.01,,16105.HK,"16105 HK",16105,9HH1PXH07,HK16105,BHVVC59,CH0243268908
16106,XHKG,Y,CS,3000,50000.0,0.09,,16106.HK,"16106 HK",16106,9HH1PXGY4,HK16106,BHVXVD6,CH0243268882
16184,XHKG,Y,CS,3000,1000.0,,,16184.HK,"16184 HK",16184,9HH1T22V9,HK16184,BL9WHX5,CH0254247726
16191,XHKG,Y,CS,3000,10000.0,0.07,,16191.HK,"16191 HK",16191,9EFAHOH96,HK16191,,
16248,XHKG,Y,CS,3000,10000.0,0.01,,16248.HK,"16248 HK",16248,9HH1T3627,HK16248,BL9QH60,CH0254342170
16270,XHKG,Y,CS,3000,2000.0,,,16270.HK,"16270 HK",16270,9HH1OOUH6,HK16270,BMBN5S4,NL0010738787
16284,XHKG,Y,CS,3000,4000.0,0.01,,16284.HK,"16284 HK",16284,9HH1T3TZ9,HK16284,BQWJHW7,NL0010865432
16289,XHKG,Y,CS,3000,10000.0,0.23,,16289.HK,"16289 HK",16289,9EFAHOI95,HK16289,,
16333,XHKG,Y,CS,3000,50000.0,0.05,,16333.HK,"16333 HK",16333,9HH1T5QN4,HK16333,BQWJKQ2,HK0000216462
16346,XHKG,Y,CS,3000,10000.0,0.08,,16346.HK,"16346 HK",16346,9HH1FAJZ9,HK16346,BMHTK69,HK0000198744
16366,XHKG,Y,CS,3000,5000.0,0.38,,16366.HK,"16366 HK",16366,9HH1T5QL8,HK16366,BQWJK73,HK0000216579
16482,XHKG,Y,CS,3000,5000.0,0.06,,16482.HK,"16482 HK",16482,9HH1KZAY0,HK16482,BMJJS41,NL0010724779
16500,XHKG,Y,CS,3000,4000.0,,,16500.HK,"16500 HK",16500,9HH1Q59Y2,HK16500,BMJ6PX0,
